date,company,number 
26.08.2021,NEKKAR ASA,-5000
26.08.2021,ELKEM ASA,-2500
27.08.2021,ELK ELKEM,-3000
27.08.2021,ELKEM ASA,-3000
30.08.2021,NORSK HYDRO ASA,-1000
30.08.2021,Morrow Bank ASA,5000
31.08.2021,MAGNORA ASA,-2000
31.08.2021,NEKKAR ASA,-5000
31.08.2021,SIEM OFFSHORE INC.,15000
31.08.2021,SIEM OFFSHORE INC.,10000
31.08.2021,MAGNORA ASA,-2000
31.08.2021,MAGNORA ASA,-2000
31.08.2021,SIEM OFFSHORE INC.,10000
31.08.2021,MAGNORA ASA,-2000
31.08.2021,SOLSTAD OFFSHORE ASA,10000
03.09.2021,MAGNORA ASA,-2000
03.09.2021,SIEM OFFSHORE INC.,10000
06.09.2021,NORSK HYDRO ASA,-1000
06.09.2021,SIEM OFFSHORE INC.,10000
07.09.2021,SIEM OFFSHORE INC.,5000
07.09.2021,SIEM OFFSHORE INC.,-10000
09.09.2021,Morrow Bank ASA,3800
09.09.2021,SOLSTAD OFFSHORE ASA,-5555
09.09.2021,KOMPLETT BANK ASA,3800
09.09.2021,Solstad Offshore ASA,-5555
10.09.2021,KAHOT KAHOOT!,1000
10.09.2021,KAHOT KAHOOT!,1000
10.09.2021,KAHOT KAHOOT!,500
10.09.2021,KAHOT KAHOOT!,-500
10.09.2021,KAHOT KAHOOT!,-1000
10.09.2021,KAHOOT! ASA,500
10.09.2021,KAHOOT! ASA,1000
10.09.2021,KAHOOT! ASA,1000
10.09.2021,KAHOOT! ASA,-500
10.09.2021,KAHOOT! ASA,-1000
13.09.2021,KAHOT KAHOOT!,1500
13.09.2021,KAHOOT! ASA,1500
15.09.2021,HUNT_NO0010283211 HUNTER GROUP,-25000
15.09.2021,KAHOOT! ASA,-1500
15.09.2021,SIEM OFFSHORE INC.,-15000
15.09.2021,NEKKAR ASA,-5000
15.09.2021,HUNTER GROUP ASA,-25000
15.09.2021,XACT DERIVAT BEAR OMSET. FOND,12500
15.09.2021,KAHOOT! ASA,-365
15.09.2021,KAHOOT! ASA,-1500
15.09.2021,XACT DERIVAT BEAR OMSET. FOND,12500
15.09.2021,BEAROBXX5NON,27500
15.09.2021,KAHOOT AS,-365
15.09.2021,BEAR OBX X5 NORDNET,27500
16.09.2021,NEKKAR ASA,-5000
17.09.2021,HUNT_NO0010283211 HUNTER GROUP,-25000
17.09.2021,HUNTER GROUP ASA,-25000
20.09.2021,NHY NORSK HYDRO,2500
20.09.2021,XACT DERIVAT BEAR OMSET. FOND,-5000
20.09.2021,NORSK HYDRO ASA,2500
20.09.2021,BEAROBXX5NON,-12500
20.09.2021,BULLNHYX3NON,425
20.09.2021,NORDEA BANK ABP FILIAL I NORGE ETN,5400
20.09.2021,BEAROBXX5NON,-15000
20.09.2021,BULL NHY X3 NORDNET,425
20.09.2021,BULL KAHOOT X3 NORDNET N,5400
20.09.2021,BEAR OBX X5 NORDNET,-15000
20.09.2021,BEAR OBX X5 NORDNET,-12500
21.09.2021,WALLENIUS WILHELMSEN ASA,2500
21.09.2021,WALLENIUS WILHELMSEN ASA,2500
21.09.2021,XACT DERIVAT BEAR OMSET. FOND,-10000
22.09.2021,XACT DERIVAT BEAR OMSET. FOND,-10000
22.09.2021,NORSKE SKOG ASA,3000
22.09.2021,HEXAGON COMPOSITES ASA,3000
22.09.2021,WESTERN BULK CHARTERING AS,2000
23.09.2021,MPC CONTAINER SHIPS ASA,888
23.09.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-5400
23.09.2021,MPC Container Ships AS,888
23.09.2021,BULL KAHOOT X3 NORDNET N,-5400
24.09.2021,Morrow Bank ASA,-1800
24.09.2021,MPC CONTAINER SHIPS ASA,-888
24.09.2021,NORDEA BANK ABP FILIAL I NORGE ETN,4300
24.09.2021,NORDEA BANK ABP FILIAL I NORGE ETN,5555
24.09.2021,KOMPLETT BANK ASA,-1800
24.09.2021,MPC Container Ships AS,-888
24.09.2021,BULL KAHOOT X3 NORDNET N,4300
24.09.2021,BULL KAHOOT X3 NORDNET N,5555
29.09.2021,NHY NORSK HYDRO,-2500
29.09.2021,NORSK HYDRO ASA,-2500
29.09.2021,NORSKE SKOG ASA,-3000
29.09.2021,XACT DERIVAT BEAR OMSET. FOND,5000
29.09.2021,XACT DERIVAT BEAR OMSET. FOND,4000
29.09.2021,BULLNHYX3NON,-425
29.09.2021,BEAROBXX5NON,15500
29.09.2021,BULL NHY X3 NORDNET,-425
29.09.2021,BEAR OBX X5 NORDNET,15500
30.09.2021,MOBA MORROW BANK,5000
30.09.2021,MOBA MORROW BANK,5000
30.09.2021,MOBA MORROW BANK,5000
30.09.2021,Morrow Bank ASA,5000
30.09.2021,Morrow Bank ASA,5000
30.09.2021,Morrow Bank ASA,5000
01.10.2021,XACT DERIVAT BEAR OMSET. FOND,-4000
01.10.2021,XACT DERIVAT BEAR OMSET. FOND,-5000
01.10.2021,WESTERN BULK CHARTERING AS,2000
04.10.2021,HEXAGON COMPOSITES ASA,1000
04.10.2021,BEAROBXX5NON,-15500
04.10.2021,NORCOD AS,105
04.10.2021,Norcod AS,105
04.10.2021,BEAR OBX X5 NORDNET,-15500
05.10.2021,SOFF SOLSTAD OFFSHORE,9000
05.10.2021,SOLSTAD OFFSHORE ASA,9000
06.10.2021,HEXAGON COMPOSITES ASA,-2000
06.10.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-3855
06.10.2021,BULLNHYX3NON,386
06.10.2021,BULL KAHOOT X3 NORDNET N,-3855
06.10.2021,BULL NHY X3 NORDNET,386
07.10.2021,HEXAGON COMPOSITES ASA,1000
11.10.2021,NORSKE SKOG ASA,1000
14.10.2021,ELOPAK ASA,555
14.10.2021,BULLNHYX3NON,-386
14.10.2021,BULL NHY X3 NORDNET,-386
14.10.2021,Elopak ASA,555
